SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_1
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.05
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,27,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_2
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.1
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,28,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_3
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.2
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
SE-Htm,29,GRP_VAR_INFO,VAR_INFO_DATE,202506171410
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_3
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.2
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,30,GRP_VAR_INFO,VAR_INFO_DATE,202508151930
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_4
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.3
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,31,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_5
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.5
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
SE-Htm,32,GRP_VAR_INFO,VAR_INFO_DATE,202506171410
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_5
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.5
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,33,GRP_VAR_INFO,VAR_INFO_DATE,202508151930
